name,type,result,cycles,error_code,fault_detect,safety_fault,latent_fault
pending_wr_ptr,core_register,detected,2,45,0,1,1
SUMMARY,total=1 corrected=0 detected=1 undetected=0 protection_rate=100%,,,,
