name,type,result,cycles,error_code,fault_detect,safety_fault,latent_fault
heartbeat_counter_inv,heartbeat_bit,detected,2,0,0,1,0
SUMMARY,total=1 corrected=0 detected=1 undetected=0 protection_rate=100%,,,,
