name,type,result,cycles,error_code,fault_detect,safety_fault,latent_fault
kat_mismatch,safety_self_test,detected,10,47,0,1,1
SUMMARY,total=1 corrected=0 detected=1 undetected=0 protection_rate=100%,,,,
