name,type,result,cycles,error_code,fault_detect,safety_fault,latent_fault
axi_rcheck_error,port_interface,detected,10,20,1,0,0
SUMMARY,total=1 corrected=0 detected=1 undetected=0 protection_rate=100%,,,,
